[startup] background telemetry producer started
[background] stored telemetry at 2026-04-04T12:38:26.448676+00:00
[generator] generated telemetry at 2026-04-04T12:38:27.454677+00:00
[storage] saving telemetry at 2026-04-04T12:38:27.454677+00:00
[background] stored telemetry at 2026-04-04T12:38:27.454677+00:00
[generator] generated telemetry at 2026-04-04T12:38:28.444645+00:00
[storage] saving telemetry at 2026-04-04T12:38:28.444645+00:00
[background] stored telemetry at 2026-04-04T12:38:28.444645+00:00
[generator] generated telemetry at 2026-04-04T12:38:29.450676+00:00
[storage] saving telemetry at 2026-04-04T12:38:29.450676+00:00
[background] stored telemetry at 2026-04-04T12:38:29.450676+00:00
[generator] generated telemetry at 2026-04-04T12:38:30.464645+00:00
[storage] saving telemetry at 2026-04-04T12:38:30.464645+00:00
[background] stored telemetry at 2026-04-04T12:38:30.464645+00:00
[generator] generated telemetry at 2026-04-04T12:38:31.467204+00:00
[storage] saving telemetry at 2026-04-04T12:38:31.467204+00:00
[background] stored telemetry at 2026-04-04T12:38:31.467204+00:00
[generator] generated telemetry at 2026-04-04T12:38:32.458177+00:00
[storage] saving telemetry at 2026-04-04T12:38:32.458177+00:00
[background] stored telemetry at 2026-04-04T12:38:32.458177+00:00
[generator] generated telemetry at 2026-04-04T12:38:33.457177+00:00
[storage] saving telemetry at 2026-04-04T12:38:33.457177+00:00
[background] stored telemetry at 2026-04-04T12:38:33.457177+00:00
[generator] generated telemetry at 2026-04-04T12:38:34.463206+00:00
[storage] saving telemetry at 2026-04-04T12:38:34.463206+00:00
[background] stored telemetry at 2026-04-04T12:38:34.463206+00:00
[generator] generated telemetry at 2026-04-04T12:38:35.465175+00:00
[storage] saving telemetry at 2026-04-04T12:38:35.465175+00:00
[background] stored telemetry at 2026-04-04T12:38:35.465175+00:00
[generator] generated telemetry at 2026-04-04T12:38:36.472176+00:00
[storage] saving telemetry at 2026-04-04T12:38:36.472176+00:00
[background] stored telemetry at 2026-04-04T12:38:36.472176+00:00
[generator] generated telemetry at 2026-04-04T12:38:37.478206+00:00
[storage] saving telemetry at 2026-04-04T12:38:37.478206+00:00
[background] stored telemetry at 2026-04-04T12:38:37.478206+00:00
[generator] generated telemetry at 2026-04-04T12:38:38.479177+00:00
[storage] saving telemetry at 2026-04-04T12:38:38.479177+00:00
[background] stored telemetry at 2026-04-04T12:38:38.479177+00:00
[generator] generated telemetry at 2026-04-04T12:38:39.485212+00:00
[storage] saving telemetry at 2026-04-04T12:38:39.485212+00:00
[background] stored telemetry at 2026-04-04T12:38:39.485212+00:00
[generator] generated telemetry at 2026-04-04T12:38:40.486299+00:00
[storage] saving telemetry at 2026-04-04T12:38:40.486299+00:00
[background] stored telemetry at 2026-04-04T12:38:40.486299+00:00
[generator] generated telemetry at 2026-04-04T12:38:41.477298+00:00
[storage] saving telemetry at 2026-04-04T12:38:41.477298+00:00
[background] stored telemetry at 2026-04-04T12:38:41.477298+00:00
[generator] generated telemetry at 2026-04-04T12:38:42.482268+00:00
[storage] saving telemetry at 2026-04-04T12:38:42.482268+00:00
[background] stored telemetry at 2026-04-04T12:38:42.482268+00:00
[generator] generated telemetry at 2026-04-04T12:38:43.486301+00:00
[storage] saving telemetry at 2026-04-04T12:38:43.486301+00:00
[background] stored telemetry at 2026-04-04T12:38:43.486301+00:00
[generator] generated telemetry at 2026-04-04T12:38:44.477269+00:00
[storage] saving telemetry at 2026-04-04T12:38:44.477269+00:00
[background] stored telemetry at 2026-04-04T12:38:44.477269+00:00
[generator] generated telemetry at 2026-04-04T12:38:45.482270+00:00
[storage] saving telemetry at 2026-04-04T12:38:45.482270+00:00
[background] stored telemetry at 2026-04-04T12:38:45.482270+00:00
[generator] generated telemetry at 2026-04-04T12:38:46.477298+00:00
[storage] saving telemetry at 2026-04-04T12:38:46.477298+00:00
[background] stored telemetry at 2026-04-04T12:38:46.477298+00:00
[generator] generated telemetry at 2026-04-04T12:38:47.475298+00:00
[storage] saving telemetry at 2026-04-04T12:38:47.475298+00:00
[background] stored telemetry at 2026-04-04T12:38:47.475298+00:00
[generator] generated telemetry at 2026-04-04T12:38:48.478299+00:00
[storage] saving telemetry at 2026-04-04T12:38:48.478299+00:00
[background] stored telemetry at 2026-04-04T12:38:48.478299+00:00
[generator] generated telemetry at 2026-04-04T12:38:49.481270+00:00
[storage] saving telemetry at 2026-04-04T12:38:49.481270+00:00
[background] stored telemetry at 2026-04-04T12:38:49.481270+00:00
[generator] generated telemetry at 2026-04-04T12:38:50.527615+00:00
[storage] saving telemetry at 2026-04-04T12:38:50.527615+00:00
[background] stored telemetry at 2026-04-04T12:38:50.527615+00:00
[generator] generated telemetry at 2026-04-04T12:38:51.532597+00:00
[storage] saving telemetry at 2026-04-04T12:38:51.532597+00:00
[background] stored telemetry at 2026-04-04T12:38:51.532597+00:00
[generator] generated telemetry at 2026-04-04T12:38:52.535606+00:00
[storage] saving telemetry at 2026-04-04T12:38:52.535606+00:00
[background] stored telemetry at 2026-04-04T12:38:52.535606+00:00
[generator] generated telemetry at 2026-04-04T12:38:53.565589+00:00
[storage] saving telemetry at 2026-04-04T12:38:53.565589+00:00
[background] stored telemetry at 2026-04-04T12:38:53.565589+00:00
[generator] generated telemetry at 2026-04-04T12:38:54.569618+00:00
[storage] saving telemetry at 2026-04-04T12:38:54.569618+00:00
[background] stored telemetry at 2026-04-04T12:38:54.569618+00:00
[generator] generated telemetry at 2026-04-04T12:38:55.588586+00:00
[storage] saving telemetry at 2026-04-04T12:38:55.588586+00:00
[background] stored telemetry at 2026-04-04T12:38:55.588586+00:00
[generator] generated telemetry at 2026-04-04T12:38:56.587586+00:00
[storage] saving telemetry at 2026-04-04T12:38:56.587586+00:00
[background] stored telemetry at 2026-04-04T12:38:56.587586+00:00
[generator] generated telemetry at 2026-04-04T12:38:57.590616+00:00
[storage] saving telemetry at 2026-04-04T12:38:57.590616+00:00
[background] stored telemetry at 2026-04-04T12:38:57.590616+00:00
[generator] generated telemetry at 2026-04-04T12:38:58.596592+00:00
[storage] saving telemetry at 2026-04-04T12:38:58.596592+00:00
[background] stored telemetry at 2026-04-04T12:38:58.596592+00:00
[generator] generated telemetry at 2026-04-04T12:38:59.597843+00:00
[storage] saving telemetry at 2026-04-04T12:38:59.597843+00:00
[background] stored telemetry at 2026-04-04T12:38:59.597843+00:00
[generator] generated telemetry at 2026-04-04T12:39:00.599874+00:00
[storage] saving telemetry at 2026-04-04T12:39:00.599874+00:00
[background] stored telemetry at 2026-04-04T12:39:00.599874+00:00
[generator] generated telemetry at 2026-04-04T12:39:01.602873+00:00
[storage] saving telemetry at 2026-04-04T12:39:01.602873+00:00
[background] stored telemetry at 2026-04-04T12:39:01.602873+00:00
[generator] generated telemetry at 2026-04-04T12:39:02.621872+00:00
[storage] saving telemetry at 2026-04-04T12:39:02.621872+00:00
[background] stored telemetry at 2026-04-04T12:39:02.621872+00:00
[generator] generated telemetry at 2026-04-04T12:39:03.622872+00:00
[storage] saving telemetry at 2026-04-04T12:39:03.622872+00:00
[background] stored telemetry at 2026-04-04T12:39:03.622872+00:00
[generator] generated telemetry at 2026-04-04T12:39:04.629876+00:00
[storage] saving telemetry at 2026-04-04T12:39:04.629876+00:00
[background] stored telemetry at 2026-04-04T12:39:04.629876+00:00
[generator] generated telemetry at 2026-04-04T12:39:05.636841+00:00
[storage] saving telemetry at 2026-04-04T12:39:05.636841+00:00
[background] stored telemetry at 2026-04-04T12:39:05.636841+00:00
[generator] generated telemetry at 2026-04-04T12:39:06.653877+00:00
[storage] saving telemetry at 2026-04-04T12:39:06.653877+00:00
[background] stored telemetry at 2026-04-04T12:39:06.653877+00:00
[generator] generated telemetry at 2026-04-04T12:39:07.671314+00:00
[storage] saving telemetry at 2026-04-04T12:39:07.671314+00:00
[background] stored telemetry at 2026-04-04T12:39:07.671314+00:00
[generator] generated telemetry at 2026-04-04T12:39:08.674349+00:00
[storage] saving telemetry at 2026-04-04T12:39:08.674349+00:00
[background] stored telemetry at 2026-04-04T12:39:08.674349+00:00
[generator] generated telemetry at 2026-04-04T12:39:09.661458+00:00
[storage] saving telemetry at 2026-04-04T12:39:09.661458+00:00
[background] stored telemetry at 2026-04-04T12:39:09.661458+00:00
[generator] generated telemetry at 2026-04-04T12:39:10.680432+00:00
[storage] saving telemetry at 2026-04-04T12:39:10.680432+00:00
[background] stored telemetry at 2026-04-04T12:39:10.680432+00:00
[generator] generated telemetry at 2026-04-04T12:39:11.681688+00:00
[storage] saving telemetry at 2026-04-04T12:39:11.681688+00:00
[background] stored telemetry at 2026-04-04T12:39:11.681688+00:00
[generator] generated telemetry at 2026-04-04T12:39:12.698520+00:00
[storage] saving telemetry at 2026-04-04T12:39:12.698520+00:00
[background] stored telemetry at 2026-04-04T12:39:12.698520+00:00
[generator] generated telemetry at 2026-04-04T12:39:13.701659+00:00
[storage] saving telemetry at 2026-04-04T12:39:13.701659+00:00
[background] stored telemetry at 2026-04-04T12:39:13.701659+00:00
[generator] generated telemetry at 2026-04-04T12:39:14.703675+00:00
[storage] saving telemetry at 2026-04-04T12:39:14.703675+00:00
[background] stored telemetry at 2026-04-04T12:39:14.703675+00:00
[generator] generated telemetry at 2026-04-04T12:39:15.706661+00:00
[storage] saving telemetry at 2026-04-04T12:39:15.706661+00:00
[background] stored telemetry at 2026-04-04T12:39:15.706661+00:00
[generator] generated telemetry at 2026-04-04T12:39:16.708692+00:00
[storage] saving telemetry at 2026-04-04T12:39:16.708692+00:00
[background] stored telemetry at 2026-04-04T12:39:16.708692+00:00
[generator] generated telemetry at 2026-04-04T12:39:17.699692+00:00
[storage] saving telemetry at 2026-04-04T12:39:17.699692+00:00
[background] stored telemetry at 2026-04-04T12:39:17.699692+00:00
[generator] generated telemetry at 2026-04-04T12:39:18.703661+00:00
[storage] saving telemetry at 2026-04-04T12:39:18.703661+00:00
[background] stored telemetry at 2026-04-04T12:39:18.703661+00:00
[generator] generated telemetry at 2026-04-04T12:39:19.692657+00:00
[storage] saving telemetry at 2026-04-04T12:39:19.692657+00:00
[background] stored telemetry at 2026-04-04T12:39:19.692657+00:00
[generator] generated telemetry at 2026-04-04T12:39:20.698658+00:00
[storage] saving telemetry at 2026-04-04T12:39:20.698658+00:00
[background] stored telemetry at 2026-04-04T12:39:20.698658+00:00
[generator] generated telemetry at 2026-04-04T12:39:21.700190+00:00
[storage] saving telemetry at 2026-04-04T12:39:21.700190+00:00
[background] stored telemetry at 2026-04-04T12:39:21.700190+00:00
[generator] generated telemetry at 2026-04-04T12:39:22.705154+00:00
[storage] saving telemetry at 2026-04-04T12:39:22.705154+00:00
[background] stored telemetry at 2026-04-04T12:39:22.705154+00:00
[generator] generated telemetry at 2026-04-04T12:39:23.708167+00:00
[storage] saving telemetry at 2026-04-04T12:39:23.708167+00:00
[background] stored telemetry at 2026-04-04T12:39:23.708167+00:00
[generator] generated telemetry at 2026-04-04T12:39:24.710185+00:00
[storage] saving telemetry at 2026-04-04T12:39:24.710185+00:00
[background] stored telemetry at 2026-04-04T12:39:24.710185+00:00
[generator] generated telemetry at 2026-04-04T12:39:25.711185+00:00
[storage] saving telemetry at 2026-04-04T12:39:25.711185+00:00
[background] stored telemetry at 2026-04-04T12:39:25.711185+00:00
[generator] generated telemetry at 2026-04-04T12:39:26.714154+00:00
[storage] saving telemetry at 2026-04-04T12:39:26.714154+00:00
[background] stored telemetry at 2026-04-04T12:39:26.714154+00:00
[generator] generated telemetry at 2026-04-04T12:39:27.716173+00:00
[storage] saving telemetry at 2026-04-04T12:39:27.716173+00:00
[background] stored telemetry at 2026-04-04T12:39:27.716173+00:00
[generator] generated telemetry at 2026-04-04T12:39:28.719185+00:00
[storage] saving telemetry at 2026-04-04T12:39:28.719185+00:00
[background] stored telemetry at 2026-04-04T12:39:28.719185+00:00
[generator] generated telemetry at 2026-04-04T12:39:29.693186+00:00
[storage] saving telemetry at 2026-04-04T12:39:29.693186+00:00
[background] stored telemetry at 2026-04-04T12:39:29.693186+00:00
[generator] generated telemetry at 2026-04-04T12:39:30.698183+00:00
[storage] saving telemetry at 2026-04-04T12:39:30.698183+00:00
[background] stored telemetry at 2026-04-04T12:39:30.698183+00:00
[generator] generated telemetry at 2026-04-04T12:39:31.703429+00:00
[storage] saving telemetry at 2026-04-04T12:39:31.703429+00:00
[background] stored telemetry at 2026-04-04T12:39:31.703429+00:00
[generator] generated telemetry at 2026-04-04T12:39:32.694402+00:00
[storage] saving telemetry at 2026-04-04T12:39:32.694402+00:00
[background] stored telemetry at 2026-04-04T12:39:32.694402+00:00
[generator] generated telemetry at 2026-04-04T12:39:33.699404+00:00
[storage] saving telemetry at 2026-04-04T12:39:33.699404+00:00
[background] stored telemetry at 2026-04-04T12:39:33.699404+00:00
[generator] generated telemetry at 2026-04-04T12:39:34.702371+00:00
[storage] saving telemetry at 2026-04-04T12:39:34.702371+00:00
[background] stored telemetry at 2026-04-04T12:39:34.702371+00:00
[generator] generated telemetry at 2026-04-04T12:39:35.707380+00:00
[storage] saving telemetry at 2026-04-04T12:39:35.707380+00:00
[background] stored telemetry at 2026-04-04T12:39:35.707380+00:00
[generator] generated telemetry at 2026-04-04T12:39:36.708385+00:00
[storage] saving telemetry at 2026-04-04T12:39:36.708385+00:00
[background] stored telemetry at 2026-04-04T12:39:36.708385+00:00
[generator] generated telemetry at 2026-04-04T12:39:37.713403+00:00
[storage] saving telemetry at 2026-04-04T12:39:37.713403+00:00
[background] stored telemetry at 2026-04-04T12:39:37.713403+00:00
[generator] generated telemetry at 2026-04-04T12:39:38.710372+00:00
[storage] saving telemetry at 2026-04-04T12:39:38.710372+00:00
[background] stored telemetry at 2026-04-04T12:39:38.710372+00:00
[generator] generated telemetry at 2026-04-04T12:39:39.717377+00:00
[storage] saving telemetry at 2026-04-04T12:39:39.717377+00:00
[background] stored telemetry at 2026-04-04T12:39:39.717377+00:00
[generator] generated telemetry at 2026-04-04T12:39:40.721368+00:00
[storage] saving telemetry at 2026-04-04T12:39:40.721368+00:00
[background] stored telemetry at 2026-04-04T12:39:40.721368+00:00
[generator] generated telemetry at 2026-04-04T12:39:41.725415+00:00
[storage] saving telemetry at 2026-04-04T12:39:41.725415+00:00
[background] stored telemetry at 2026-04-04T12:39:41.725415+00:00
[generator] generated telemetry at 2026-04-04T12:39:42.727425+00:00
[storage] saving telemetry at 2026-04-04T12:39:42.727425+00:00
[background] stored telemetry at 2026-04-04T12:39:42.727425+00:00
[generator] generated telemetry at 2026-04-04T12:39:43.732413+00:00
[storage] saving telemetry at 2026-04-04T12:39:43.732413+00:00
[background] stored telemetry at 2026-04-04T12:39:43.732413+00:00
[generator] generated telemetry at 2026-04-04T12:39:44.737412+00:00
[storage] saving telemetry at 2026-04-04T12:39:44.737412+00:00
[background] stored telemetry at 2026-04-04T12:39:44.737412+00:00
[generator] generated telemetry at 2026-04-04T12:39:45.739411+00:00
[storage] saving telemetry at 2026-04-04T12:39:45.739411+00:00
[background] stored telemetry at 2026-04-04T12:39:45.739411+00:00
[generator] generated telemetry at 2026-04-04T12:39:46.740445+00:00
[storage] saving telemetry at 2026-04-04T12:39:46.740445+00:00
[background] stored telemetry at 2026-04-04T12:39:46.740445+00:00
[generator] generated telemetry at 2026-04-04T12:39:47.743414+00:00
[storage] saving telemetry at 2026-04-04T12:39:47.743414+00:00
[background] stored telemetry at 2026-04-04T12:39:47.743414+00:00
[generator] generated telemetry at 2026-04-04T12:39:48.748413+00:00
[storage] saving telemetry at 2026-04-04T12:39:48.748413+00:00
[background] stored telemetry at 2026-04-04T12:39:48.748413+00:00
[generator] generated telemetry at 2026-04-04T12:39:49.749414+00:00
[storage] saving telemetry at 2026-04-04T12:39:49.749414+00:00
[background] stored telemetry at 2026-04-04T12:39:49.749414+00:00
[generator] generated telemetry at 2026-04-04T12:39:50.735826+00:00
[storage] saving telemetry at 2026-04-04T12:39:50.735826+00:00
[background] stored telemetry at 2026-04-04T12:39:50.735826+00:00
[generator] generated telemetry at 2026-04-04T12:39:51.724825+00:00
[storage] saving telemetry at 2026-04-04T12:39:51.724825+00:00
[background] stored telemetry at 2026-04-04T12:39:51.724825+00:00
[generator] generated telemetry at 2026-04-04T12:39:52.751798+00:00
[storage] saving telemetry at 2026-04-04T12:39:52.751798+00:00
[background] stored telemetry at 2026-04-04T12:39:52.751798+00:00
[generator] generated telemetry at 2026-04-04T12:39:53.722827+00:00
[storage] saving telemetry at 2026-04-04T12:39:53.722827+00:00
[background] stored telemetry at 2026-04-04T12:39:53.722827+00:00
[generator] generated telemetry at 2026-04-04T12:39:54.728397+00:00
[storage] saving telemetry at 2026-04-04T12:39:54.728397+00:00
[background] stored telemetry at 2026-04-04T12:39:54.728397+00:00
[generator] generated telemetry at 2026-04-04T12:39:55.733412+00:00
[storage] saving telemetry at 2026-04-04T12:39:55.733412+00:00
[background] stored telemetry at 2026-04-04T12:39:55.733412+00:00
[generator] generated telemetry at 2026-04-04T12:39:56.736408+00:00
[storage] saving telemetry at 2026-04-04T12:39:56.736408+00:00
[background] stored telemetry at 2026-04-04T12:39:56.736408+00:00
[generator] generated telemetry at 2026-04-04T12:39:57.726409+00:00
[storage] saving telemetry at 2026-04-04T12:39:57.726409+00:00
[background] stored telemetry at 2026-04-04T12:39:57.726409+00:00
[generator] generated telemetry at 2026-04-04T12:39:58.727409+00:00
[storage] saving telemetry at 2026-04-04T12:39:58.727409+00:00
[background] stored telemetry at 2026-04-04T12:39:58.727409+00:00
[generator] generated telemetry at 2026-04-04T12:39:59.732408+00:00
[storage] saving telemetry at 2026-04-04T12:39:59.732408+00:00
[background] stored telemetry at 2026-04-04T12:39:59.732408+00:00
[generator] generated telemetry at 2026-04-04T12:40:00.734409+00:00
[storage] saving telemetry at 2026-04-04T12:40:00.734409+00:00
[background] stored telemetry at 2026-04-04T12:40:00.734409+00:00
[generator] generated telemetry at 2026-04-04T12:40:01.736410+00:00
[storage] saving telemetry at 2026-04-04T12:40:01.736410+00:00
[background] stored telemetry at 2026-04-04T12:40:01.736410+00:00
[generator] generated telemetry at 2026-04-04T12:40:02.727408+00:00
[storage] saving telemetry at 2026-04-04T12:40:02.727408+00:00
[background] stored telemetry at 2026-04-04T12:40:02.727408+00:00
[generator] generated telemetry at 2026-04-04T12:40:03.731408+00:00
[storage] saving telemetry at 2026-04-04T12:40:03.731408+00:00
[background] stored telemetry at 2026-04-04T12:40:03.731408+00:00
[generator] generated telemetry at 2026-04-04T12:40:04.792426+00:00
[storage] saving telemetry at 2026-04-04T12:40:04.792426+00:00
[background] stored telemetry at 2026-04-04T12:40:04.792426+00:00
[generator] generated telemetry at 2026-04-04T12:40:05.787441+00:00
[storage] saving telemetry at 2026-04-04T12:40:05.787441+00:00
[background] stored telemetry at 2026-04-04T12:40:05.787441+00:00
[generator] generated telemetry at 2026-04-04T12:40:06.790406+00:00
[storage] saving telemetry at 2026-04-04T12:40:06.790406+00:00
[background] stored telemetry at 2026-04-04T12:40:06.790406+00:00
[generator] generated telemetry at 2026-04-04T12:40:07.793416+00:00
[storage] saving telemetry at 2026-04-04T12:40:07.793416+00:00
[background] stored telemetry at 2026-04-04T12:40:07.793416+00:00
[generator] generated telemetry at 2026-04-04T12:40:08.793869+00:00
[storage] saving telemetry at 2026-04-04T12:40:08.793869+00:00
[background] stored telemetry at 2026-04-04T12:40:08.793869+00:00
[generator] generated telemetry at 2026-04-04T12:40:09.798706+00:00
[storage] saving telemetry at 2026-04-04T12:40:09.798706+00:00
[background] stored telemetry at 2026-04-04T12:40:09.798706+00:00
[generator] generated telemetry at 2026-04-04T12:40:10.789618+00:00
